yyyymm,period_type,imex,dimension,name,value_usd_k,retrieved_at
2025-09,D10,I,total,TOTAL,20383105,2026-09-01
2025-09,D20,I,total,TOTAL,38222378,2026-09-01
2025-09,FULL,I,total,TOTAL,56419614,2026-09-01
2025-10,D10,I,total,TOTAL,13479952,2026-09-01
2025-10,D20,I,total,TOTAL,32987587,2026-09-01
2025-10,FULL,I,total,TOTAL,53510827,2026-09-01
2025-11,D10,I,total,TOTAL,17035275,2026-09-01
2025-11,D20,I,total,TOTAL,36066563,2026-09-01
2025-11,FULL,I,total,TOTAL,51284605,2026-09-01
2025-12,D10,I,total,TOTAL,20624424,2026-09-01
2025-12,D20,I,total,TOTAL,39204146,2026-09-01
2025-12,FULL,I,total,TOTAL,57367684,2026-09-01
2026-01,D10,I,total,TOTAL,18236217,2026-09-01
2026-01,D20,I,total,TOTAL,37025455,2026-09-01
2026-01,FULL,I,total,TOTAL,57143469,2026-09-01
2026-02,D10,I,total,TOTAL,20757203,2026-09-01
2026-02,D20,I,total,TOTAL,38497182,2026-09-01
2026-02,FULL,I,total,TOTAL,51933913,2026-09-01
2026-03,D10,I,total,TOTAL,19370585,2026-09-01
2026-03,D20,I,total,TOTAL,41333271,2026-09-01
2026-03,FULL,I,total,TOTAL,60753446,2026-09-01
2026-04,D10,I,total,TOTAL,22119250,2026-09-01
2026-04,D20,I,total,TOTAL,39922897,2026-09-01
2026-04,FULL,I,total,TOTAL,62104908,2026-09-01
2026-05,D10,I,total,TOTAL,16720267,2026-09-01
2026-05,D20,I,total,TOTAL,41108245,2026-09-01
2026-05,FULL,I,total,TOTAL,60748350,2026-09-01
2026-06,D10,I,total,TOTAL,23313215,2026-09-01
2026-06,D20,I,total,TOTAL,44454973,2026-09-01
2026-06,FULL,I,total,TOTAL,66051586,2026-09-01
2026-07,D10,I,total,TOTAL,23471721,2026-09-01
2026-07,D20,I,total,TOTAL,42683385,2026-09-01
2026-07,FULL,I,total,TOTAL,68567473,2026-09-01
2025-09,D10,I,item,반도체,2583286,2026-09-01
2025-09,D20,I,item,반도체,4630105,2026-09-01
2025-09,FULL,I,item,반도체,6606908,2026-09-01
2025-09,D10,I,item,원유,2389504,2026-09-01
2025-09,D20,I,item,원유,4224510,2026-09-01
2025-09,FULL,I,item,원유,5750317,2026-09-01
2025-09,D10,I,item,기계류,1031922,2026-09-01
2025-09,D20,I,item,기계류,1802639,2026-09-01
2025-09,FULL,I,item,기계류,2768890,2026-09-01
2025-09,D10,I,item,반도체제조용장비,917305,2026-09-01
2025-09,D20,I,item,반도체제조용장비,1916803,2026-09-01
2025-09,FULL,I,item,반도체제조용장비,2695014,2026-09-01
2025-09,D10,I,item,가스,893868,2026-09-01
2025-09,D20,I,item,가스,1720747,2026-09-01
2025-09,FULL,I,item,가스,2459359,2026-09-01
2025-09,D10,I,item,석유제품,885691,2026-09-01
2025-09,D20,I,item,석유제품,1452353,2026-09-01
2025-09,FULL,I,item,석유제품,1875814,2026-09-01
2025-09,D10,I,item,정밀기기,591701,2026-09-01
2025-09,D20,I,item,정밀기기,1096541,2026-09-01
2025-09,FULL,I,item,정밀기기,1667074,2026-09-01
2025-09,D10,I,item,승용차,412659,2026-09-01
2025-09,D20,I,item,승용차,646190,2026-09-01
2025-09,FULL,I,item,승용차,1222666,2026-09-01
2025-09,D10,I,item,석탄,398822,2026-09-01
2025-09,D20,I,item,석탄,814222,2026-09-01
2025-09,FULL,I,item,석탄,1194120,2026-09-01
2025-09,D10,I,item,무선통신기기,176453,2026-09-01
2025-09,D20,I,item,무선통신기기,894450,2026-09-01
2025-09,FULL,I,item,무선통신기기,1374976,2026-09-01
2025-10,D10,I,item,원유,2725814,2026-09-01
2025-10,D20,I,item,원유,5211496,2026-09-01
2025-10,FULL,I,item,원유,7059476,2026-09-01
2025-10,D10,I,item,반도체,1958358,2026-09-01
2025-10,D20,I,item,반도체,4244186,2026-09-01
2025-10,FULL,I,item,반도체,6684803,2026-09-01
2025-10,D10,I,item,석유제품,665142,2026-09-01
2025-10,D20,I,item,석유제품,1089416,2026-09-01
2025-10,FULL,I,item,석유제품,1700012,2026-09-01
2025-10,D10,I,item,가스,636497,2026-09-01
2025-10,D20,I,item,가스,1327930,2026-09-01
2025-10,FULL,I,item,가스,2045434,2026-09-01
2025-10,D10,I,item,기계류,462211,2026-09-01
2025-10,D20,I,item,기계류,1336375,2026-09-01
2025-10,FULL,I,item,기계류,2334438,2026-09-01
2025-10,D10,I,item,석탄,347399,2026-09-01
2025-10,D20,I,item,석탄,620706,2026-09-01
2025-10,FULL,I,item,석탄,1018159,2026-09-01
2025-10,D10,I,item,정밀기기,328816,2026-09-01
2025-10,D20,I,item,정밀기기,908422,2026-09-01
2025-10,FULL,I,item,정밀기기,1503170,2026-09-01
2025-10,D10,I,item,반도체제조용장비,274595,2026-09-01
2025-10,D20,I,item,반도체제조용장비,955012,2026-09-01
2025-10,FULL,I,item,반도체제조용장비,1947670,2026-09-01
2025-10,D10,I,item,승용차,223500,2026-09-01
2025-10,D20,I,item,승용차,645078,2026-09-01
2025-10,FULL,I,item,승용차,970050,2026-09-01
2025-10,D10,I,item,무선통신기기,221707,2026-09-01
2025-10,D20,I,item,무선통신기기,539252,2026-09-01
2025-10,FULL,I,item,무선통신기기,904419,2026-09-01
2025-11,D10,I,item,반도체,2328761,2026-09-01
2025-11,D20,I,item,반도체,4577915,2026-09-01
2025-11,FULL,I,item,반도체,6455247,2026-09-01
2025-11,D10,I,item,원유,1850712,2026-09-01
2025-11,D20,I,item,원유,3726151,2026-09-01
2025-11,FULL,I,item,원유,5591020,2026-09-01
2025-11,D10,I,item,반도체제조용장비,845032,2026-09-01
2025-11,D20,I,item,반도체제조용장비,1578170,2026-09-01
2025-11,FULL,I,item,반도체제조용장비,2161186,2026-09-01
2025-11,D10,I,item,기계류,821882,2026-09-01
2025-11,D20,I,item,기계류,1727977,2026-09-01
2025-11,FULL,I,item,기계류,2536198,2026-09-01
2025-11,D10,I,item,정밀기기,494167,2026-09-01
2025-11,D20,I,item,정밀기기,1048267,2026-09-01
2025-11,FULL,I,item,정밀기기,1463550,2026-09-01
2025-11,D10,I,item,석유제품,486084,2026-09-01
2025-11,D20,I,item,석유제품,1004516,2026-09-01
2025-11,FULL,I,item,석유제품,1500710,2026-09-01
2025-11,D10,I,item,가스,480714,2026-09-01
2025-11,D20,I,item,가스,1308376,2026-09-01
2025-11,FULL,I,item,가스,2027619,2026-09-01
2025-11,D10,I,item,승용차,456637,2026-09-01
2025-11,D20,I,item,승용차,724338,2026-09-01
2025-11,FULL,I,item,승용차,1059514,2026-09-01
2025-11,D10,I,item,무선통신기기,360064,2026-09-01
2025-11,D20,I,item,무선통신기기,681650,2026-09-01
2025-11,FULL,I,item,무선통신기기,1003997,2026-09-01
2025-11,D10,I,item,석탄,351677,2026-09-01
2025-11,D20,I,item,석탄,818106,2026-09-01
2025-11,FULL,I,item,석탄,1103084,2026-09-01
2025-12,D10,I,item,반도체,2960199,2026-09-01
2025-12,D20,I,item,반도체,5424077,2026-09-01
2025-12,FULL,I,item,반도체,7728084,2026-09-01
2025-12,D10,I,item,원유,2060159,2026-09-01
2025-12,D20,I,item,원유,4354138,2026-09-01
2025-12,FULL,I,item,원유,5830149,2026-09-01
2025-12,D10,I,item,반도체제조용장비,1010999,2026-09-01
2025-12,D20,I,item,반도체제조용장비,1795746,2026-09-01
2025-12,FULL,I,item,반도체제조용장비,2842602,2026-09-01
2025-12,D10,I,item,기계류,951822,2026-09-01
2025-12,D20,I,item,기계류,1800787,2026-09-01
2025-12,FULL,I,item,기계류,2729221,2026-09-01
2025-12,D10,I,item,가스,900626,2026-09-01
2025-12,D20,I,item,가스,1866205,2026-09-01
2025-12,FULL,I,item,가스,2899084,2026-09-01
2025-12,D10,I,item,정밀기기,649859,2026-09-01
2025-12,D20,I,item,정밀기기,1211386,2026-09-01
2025-12,FULL,I,item,정밀기기,1771413,2026-09-01
2025-12,D10,I,item,석유제품,466312,2026-09-01
2025-12,D20,I,item,석유제품,1124389,2026-09-01
2025-12,FULL,I,item,석유제품,1399504,2026-09-01
2025-12,D10,I,item,승용차,435800,2026-09-01
2025-12,D20,I,item,승용차,842933,2026-09-01
2025-12,FULL,I,item,승용차,1255775,2026-09-01
2025-12,D10,I,item,석탄,336611,2026-09-01
2025-12,D20,I,item,석탄,750793,2026-09-01
2025-12,FULL,I,item,석탄,1083951,2026-09-01
2025-12,D10,I,item,무선통신기기,333009,2026-09-01
2025-12,D20,I,item,무선통신기기,705461,2026-09-01
2025-12,FULL,I,item,무선통신기기,1091674,2026-09-01
2026-01,D10,I,item,원유,2537049,2026-09-01
2026-01,D20,I,item,원유,4260568,2026-09-01
2026-01,FULL,I,item,원유,6178931,2026-09-01
2026-01,D10,I,item,반도체,2362407,2026-09-01
2026-01,D20,I,item,반도체,5019496,2026-09-01
2026-01,FULL,I,item,반도체,7516027,2026-09-01
2026-01,D10,I,item,석유제품,808032,2026-09-01
2026-01,D20,I,item,석유제품,1424731,2026-09-01
2026-01,FULL,I,item,석유제품,1959872,2026-09-01
2026-01,D10,I,item,기계류,744134,2026-09-01
2026-01,D20,I,item,기계류,1539085,2026-09-01
2026-01,FULL,I,item,기계류,2415792,2026-09-01
2026-01,D10,I,item,가스,727159,2026-09-01
2026-01,D20,I,item,가스,1616839,2026-09-01
2026-01,FULL,I,item,가스,2701889,2026-09-01
2026-01,D10,I,item,반도체제조용장비,478348,2026-09-01
2026-01,D20,I,item,반도체제조용장비,1579892,2026-09-01
2026-01,FULL,I,item,반도체제조용장비,2935653,2026-09-01
2026-01,D10,I,item,정밀기기,426028,2026-09-01
2026-01,D20,I,item,정밀기기,934792,2026-09-01
2026-01,FULL,I,item,정밀기기,1452142,2026-09-01
2026-01,D10,I,item,석탄,380486,2026-09-01
2026-01,D20,I,item,석탄,673697,2026-09-01
2026-01,FULL,I,item,석탄,1143139,2026-09-01
2026-01,D10,I,item,승용차,336261,2026-09-01
2026-01,D20,I,item,승용차,550755,2026-09-01
2026-01,FULL,I,item,승용차,851687,2026-09-01
2026-01,D10,I,item,무선통신기기,190055,2026-09-01
2026-01,D20,I,item,무선통신기기,498770,2026-09-01
2026-01,FULL,I,item,무선통신기기,879629,2026-09-01
2026-02,D10,I,item,반도체,2911574,2026-09-01
2026-02,D20,I,item,반도체,5163936,2026-09-01
2026-02,FULL,I,item,반도체,6892349,2026-09-01
2026-02,D10,I,item,원유,1952147,2026-09-01
2026-02,D20,I,item,원유,4420456,2026-09-01
2026-02,FULL,I,item,원유,5511599,2026-09-01
2026-02,D10,I,item,반도체제조용장비,1222996,2026-09-01
2026-02,D20,I,item,반도체제조용장비,1985660,2026-09-01
2026-02,FULL,I,item,반도체제조용장비,3000855,2026-09-01
2026-02,D10,I,item,기계류,977389,2026-09-01
2026-02,D20,I,item,기계류,1621311,2026-09-01
2026-02,FULL,I,item,기계류,2317783,2026-09-01
2026-02,D10,I,item,가스,776132,2026-09-01
2026-02,D20,I,item,가스,1898700,2026-09-01
2026-02,FULL,I,item,가스,2627235,2026-09-01
2026-02,D10,I,item,정밀기기,592503,2026-09-01
2026-02,D20,I,item,정밀기기,1014393,2026-09-01
2026-02,FULL,I,item,정밀기기,1361815,2026-09-01
2026-02,D10,I,item,석유제품,572898,2026-09-01
2026-02,D20,I,item,석유제품,1255428,2026-09-01
2026-02,FULL,I,item,석유제품,1530665,2026-09-01
2026-02,D10,I,item,승용차,490022,2026-09-01
2026-02,D20,I,item,승용차,785428,2026-09-01
2026-02,FULL,I,item,승용차,1152417,2026-09-01
2026-02,D10,I,item,석탄,346799,2026-09-01
2026-02,D20,I,item,석탄,873060,2026-09-01
2026-02,FULL,I,item,석탄,1219129,2026-09-01
2026-02,D10,I,item,무선통신기기,314486,2026-09-01
2026-02,D20,I,item,무선통신기기,707611,2026-09-01
2026-02,FULL,I,item,무선통신기기,1026019,2026-09-01
2026-03,D10,I,item,반도체,3065878,2026-09-01
2026-03,D20,I,item,반도체,5821478,2026-09-01
2026-03,FULL,I,item,반도체,8810045,2026-09-01
2026-03,D10,I,item,원유,2280364,2026-09-01
2026-03,D20,I,item,원유,4836033,2026-09-01
2026-03,FULL,I,item,원유,6196607,2026-09-01
2026-03,D10,I,item,반도체제조용장비,1022409,2026-09-01
2026-03,D20,I,item,반도체제조용장비,2080017,2026-09-01
2026-03,FULL,I,item,반도체제조용장비,3533803,2026-09-01
2026-03,D10,I,item,기계류,782550,2026-09-01
2026-03,D20,I,item,기계류,1696364,2026-09-01
2026-03,FULL,I,item,기계류,2789196,2026-09-01
2026-03,D10,I,item,가스,735080,2026-09-01
2026-03,D20,I,item,가스,1748611,2026-09-01
2026-03,FULL,I,item,가스,2353412,2026-09-01
2026-03,D10,I,item,석유제품,676490,2026-09-01
2026-03,D20,I,item,석유제품,1455614,2026-09-01
2026-03,FULL,I,item,석유제품,1974443,2026-09-01
2026-03,D10,I,item,정밀기기,565285,2026-09-01
2026-03,D20,I,item,정밀기기,1145515,2026-09-01
2026-03,FULL,I,item,정밀기기,1690121,2026-09-01
2026-03,D10,I,item,무선통신기기,399905,2026-09-01
2026-03,D20,I,item,무선통신기기,757545,2026-09-01
2026-03,FULL,I,item,무선통신기기,1091022,2026-09-01
2026-03,D10,I,item,석탄,325172,2026-09-01
2026-03,D20,I,item,석탄,751790,2026-09-01
2026-03,FULL,I,item,석탄,1075597,2026-09-01
2026-03,D10,I,item,승용차,207053,2026-09-01
2026-03,D20,I,item,승용차,730311,2026-09-01
2026-03,FULL,I,item,승용차,1121532,2026-09-01
2026-04,D10,I,item,반도체,3172349,2026-09-01
2026-04,D20,I,item,반도체,6349715,2026-09-01
2026-04,FULL,I,item,반도체,9112417,2026-09-01
2026-04,D10,I,item,원유,2841630,2026-09-01
2026-04,D20,I,item,원유,4836637,2026-09-01
2026-04,FULL,I,item,원유,7034144,2026-09-01
2026-04,D10,I,item,반도체제조용장비,1257952,2026-09-01
2026-04,D20,I,item,반도체제조용장비,2072251,2026-09-01
2026-04,FULL,I,item,반도체제조용장비,3142659,2026-09-01
2026-04,D10,I,item,기계류,929459,2026-09-01
2026-04,D20,I,item,기계류,1684360,2026-09-01
2026-04,FULL,I,item,기계류,2734666,2026-09-01
2026-04,D10,I,item,가스,860237,2026-09-01
2026-04,D20,I,item,가스,1444418,2026-09-01
2026-04,FULL,I,item,가스,2373218,2026-09-01
2026-04,D10,I,item,석유제품,663654,2026-09-01
2026-04,D20,I,item,석유제품,1043743,2026-09-01
2026-04,FULL,I,item,석유제품,1988903,2026-09-01
2026-04,D10,I,item,정밀기기,600790,2026-09-01
2026-04,D20,I,item,정밀기기,1079742,2026-09-01
2026-04,FULL,I,item,정밀기기,1650360,2026-09-01
2026-04,D10,I,item,석탄,453379,2026-09-01
2026-04,D20,I,item,석탄,681103,2026-09-01
2026-04,FULL,I,item,석탄,1184959,2026-09-01
2026-04,D10,I,item,무선통신기기,291130,2026-09-01
2026-04,D20,I,item,무선통신기기,553483,2026-09-01
2026-04,FULL,I,item,무선통신기기,750083,2026-09-01
2026-04,D10,I,item,승용차,261225,2026-09-01
2026-04,D20,I,item,승용차,714600,2026-09-01
2026-04,FULL,I,item,승용차,1219848,2026-09-01
2026-05,D10,I,item,원유,2775591,2026-09-01
2026-05,D20,I,item,원유,6038549,2026-09-01
2026-05,FULL,I,item,원유,8434260,2026-09-01
2026-05,D10,I,item,반도체,2565066,2026-09-01
2026-05,D20,I,item,반도체,6043253,2026-09-01
2026-05,FULL,I,item,반도체,9274119,2026-09-01
2026-05,D10,I,item,반도체제조용장비,1264846,2026-09-01
2026-05,D20,I,item,반도체제조용장비,2291627,2026-09-01
2026-05,FULL,I,item,반도체제조용장비,2937039,2026-09-01
2026-05,D10,I,item,석유제품,875726,2026-09-01
2026-05,D20,I,item,석유제품,1626661,2026-09-01
2026-05,FULL,I,item,석유제품,2567583,2026-09-01
2026-05,D10,I,item,가스,730285,2026-09-01
2026-05,D20,I,item,가스,1596653,2026-09-01
2026-05,FULL,I,item,가스,2185196,2026-09-01
2026-05,D10,I,item,기계류,604198,2026-09-01
2026-05,D20,I,item,기계류,1645428,2026-09-01
2026-05,FULL,I,item,기계류,2416152,2026-09-01
2026-05,D10,I,item,정밀기기,416188,2026-09-01
2026-05,D20,I,item,정밀기기,1035388,2026-09-01
2026-05,FULL,I,item,정밀기기,1511399,2026-09-01
2026-05,D10,I,item,승용차,287540,2026-09-01
2026-05,D20,I,item,승용차,1104168,2026-09-01
2026-05,FULL,I,item,승용차,1407890,2026-09-01
2026-05,D10,I,item,석탄,200599,2026-09-01
2026-05,D20,I,item,석탄,669341,2026-09-01
2026-05,FULL,I,item,석탄,1105281,2026-09-01
2026-05,D10,I,item,무선통신기기,165401,2026-09-01
2026-05,D20,I,item,무선통신기기,433559,2026-09-01
2026-05,FULL,I,item,무선통신기기,717452,2026-09-01
2026-06,D10,I,item,반도체,3783350,2026-09-01
2026-06,D20,I,item,반도체,7103563,2026-09-01
2026-06,FULL,I,item,반도체,10541369,2026-09-01
2026-06,D10,I,item,원유,3032043,2026-09-01
2026-06,D20,I,item,원유,5430770,2026-09-01
2026-06,FULL,I,item,원유,8555568,2026-09-01
2026-06,D10,I,item,반도체제조용장비,1012573,2026-09-01
2026-06,D20,I,item,반도체제조용장비,2138583,2026-09-01
2026-06,FULL,I,item,반도체제조용장비,3263004,2026-09-01
2026-06,D10,I,item,기계류,1006372,2026-09-01
2026-06,D20,I,item,기계류,1866327,2026-09-01
2026-06,FULL,I,item,기계류,2751979,2026-09-01
2026-06,D10,I,item,가스,853759,2026-09-01
2026-06,D20,I,item,가스,1711606,2026-09-01
2026-06,FULL,I,item,가스,2530275,2026-09-01
2026-06,D10,I,item,석유제품,724249,2026-09-01
2026-06,D20,I,item,석유제품,1342286,2026-09-01
2026-06,FULL,I,item,석유제품,1804466,2026-09-01
2026-06,D10,I,item,정밀기기,636038,2026-09-01
2026-06,D20,I,item,정밀기기,1174224,2026-09-01
2026-06,FULL,I,item,정밀기기,1763090,2026-09-01
2026-06,D10,I,item,승용차,422450,2026-09-01
2026-06,D20,I,item,승용차,905785,2026-09-01
2026-06,FULL,I,item,승용차,1767620,2026-09-01
2026-06,D10,I,item,석탄,419594,2026-09-01
2026-06,D20,I,item,석탄,901254,2026-09-01
2026-06,FULL,I,item,석탄,1390824,2026-09-01
2026-06,D10,I,item,무선통신기기,389233,2026-09-01
2026-06,D20,I,item,무선통신기기,839979,2026-09-01
2026-06,FULL,I,item,무선통신기기,1126901,2026-09-01
2026-07,D10,I,item,반도체,3559718,2026-09-01
2026-07,D20,I,item,반도체,6504187,2026-09-01
2026-07,FULL,I,item,반도체,10539749,2026-09-01
2026-07,D10,I,item,원유,2949272,2026-09-01
2026-07,D20,I,item,원유,6015032,2026-09-01
2026-07,FULL,I,item,원유,9322652,2026-09-01
2026-07,D10,I,item,기계류,1089268,2026-09-01
2026-07,D20,I,item,기계류,1913397,2026-09-01
2026-07,FULL,I,item,기계류,2992311,2026-09-01
2026-07,D10,I,item,가스,1081347,2026-09-01
2026-07,D20,I,item,가스,1980286,2026-09-01
2026-07,FULL,I,item,가스,3479607,2026-09-01
2026-07,D10,I,item,반도체제조용장비,1051571,2026-09-01
2026-07,D20,I,item,반도체제조용장비,2151558,2026-09-01
2026-07,FULL,I,item,반도체제조용장비,3165772,2026-09-01
2026-07,D10,I,item,석유제품,739461,2026-09-01
2026-07,D20,I,item,석유제품,1156457,2026-09-01
2026-07,FULL,I,item,석유제품,1715856,2026-09-01
2026-07,D10,I,item,석탄,632902,2026-09-01
2026-07,D20,I,item,석탄,969606,2026-09-01
2026-07,FULL,I,item,석탄,1697809,2026-09-01
2026-07,D10,I,item,정밀기기,590819,2026-09-01
2026-07,D20,I,item,정밀기기,1034783,2026-09-01
2026-07,FULL,I,item,정밀기기,1608185,2026-09-01
2026-07,D10,I,item,무선통신기기,384426,2026-09-01
2026-07,D20,I,item,무선통신기기,914059,2026-09-01
2026-07,FULL,I,item,무선통신기기,1346029,2026-09-01
2026-07,D10,I,item,승용차,341931,2026-09-01
2026-07,D20,I,item,승용차,560373,2026-09-01
2026-07,FULL,I,item,승용차,974278,2026-09-01
2025-09,D10,E,country,중국,3918737,2026-09-01
2025-09,D20,E,country,중국,7775503,2026-09-01
2025-09,FULL,E,country,중국,11679519,2026-09-01
2025-09,D10,E,country,미국,2958843,2026-09-01
2025-09,D20,E,country,미국,6522136,2026-09-01
2025-09,FULL,E,country,미국,10267271,2026-09-01
2025-09,D10,E,country,베트남,2069978,2026-09-01
2025-09,D20,E,country,베트남,4052331,2026-09-01
2025-09,FULL,E,country,베트남,5925624,2026-09-01
2025-09,D10,E,country,유럽연합,1622588,2026-09-01
2025-09,D20,E,country,유럽연합,3881328,2026-09-01
2025-09,FULL,E,country,유럽연합,7157817,2026-09-01
2025-09,D10,E,country,대만,1154469,2026-09-01
2025-09,D20,E,country,대만,2427082,2026-09-01
2025-09,FULL,E,country,대만,5205355,2026-09-01
2025-09,D10,E,country,일본,719343,2026-09-01
2025-09,D20,E,country,일본,1587506,2026-09-01
2025-09,FULL,E,country,일본,2560674,2026-09-01
2025-09,D10,E,country,홍콩,674273,2026-09-01
2025-09,D20,E,country,홍콩,1616817,2026-09-01
2025-09,FULL,E,country,홍콩,3496991,2026-09-01
